image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
"[[[ 89 142 163]
  [ 81 134  94]
  [146 186 121]
  ...
  [ 68 126  91]
  [ 71 112  75]
  [ 38  65  31]]

 [[ 72 120 121]
  [138 182 143]
  [213 242 197]
  ...
  [104 152 124]
  [116 158 110]
  [ 52  96  19]]

 [[121 162 131]
  [205 232 199]
  [212 224 212]
  ...
  [ 65 128 132]
  [ 52 113 117]
  [ 37  96  98]]

 ...

 [[103  98 107]
  [102  98 103]
  [ 93  97  92]
  ...
  [125 145 140]
  [108 129 121]
  [ 87 108  99]]

 [[106 101 110]
  [104 100 105]
  [ 94  98  93]
  ...
  [103 124 121]
  [ 95 116 113]
  [ 83 105 100]]

 [[110 105 114]
  [105 101 106]
  [ 94  98  93]
  ...
  [ 87 111 109]
  [ 89 113 113]
  [ 87 111 111]]]",683,1024,[],[],"[['383', '160', '718', '643']]",<class 'list'>,"[[0.3740234375, 0.2342606149341142, 0.701171875, 0.9414348462664714]]",[[]],[0],1,0.0
"[[[234 191 142]
  [232 186 139]
  [233 183 137]
  ...
  [242 237 234]
  [242 237 234]
  [242 237 234]]

 [[225 187 133]
  [228 185 134]
  [232 184 136]
  ...
  [241 236 233]
  [243 238 235]
  [243 238 235]]

 [[227 193 139]
  [229 190 138]
  [228 185 134]
  ...
  [244 239 236]
  [245 240 237]
  [245 240 237]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",320,450,"[[88.22350311279297, 76.78563690185547, 259.0850830078125, 297.7686767578125], [99.2536392211914, 264.5093688964844, 107.92925262451172, 282.20068359375]]","[[0.19605222913953993, 0.23995511531829833, 0.57574462890625, 0.9305271148681641], [0.22056364271375867, 0.8265917778015137, 0.23984278361002603, 0.8818771362304687]]","[['74', '47', '263', '299']]",<class 'list'>,"[[0.16444444444444445, 0.146875, 0.5844444444444444, 0.934375]]","[[0.918928135147192, 0.42376848361661573]]",[0.918928135147192],1,0.918928135147192
"[[[ 39  76  74]
  [ 63 100  98]
  [ 83 120 118]
  ...
  [145 168 184]
  [142 165 181]
  [142 165 181]]

 [[ 48  85  83]
  [ 52  89  87]
  [ 71 108 106]
  ...
  [157 180 196]
  [157 180 196]
  [158 181 197]]

 [[ 51  87  87]
  [ 40  76  76]
  [ 57  93  93]
  ...
  [166 189 205]
  [166 189 205]
  [166 189 205]]

 ...

 [[167 191 215]
  [163 187 211]
  [162 186 210]
  ...
  [129 149 174]
  [124 144 169]
  [123 143 168]]

 [[164 188 212]
  [161 185 209]
  [162 186 210]
  ...
  [132 152 177]
  [127 147 172]
  [125 145 170]]

 [[160 184 208]
  [158 182 206]
  [159 183 207]
  ...
  [130 150 175]
  [131 151 176]
  [131 151 176]]]",534,950,"[[0.0, 312.7296447753906, 547.9900512695312, 510.9885559082031], [0.0, 3.635287046432495, 844.763916015625, 510.9111022949219]]","[[0.0, 0.5856360389052259, 0.576831632915296, 0.9569074080677961], [0.0, 0.006807653645004672, 0.8892251747532894, 0.9567623638481683]]","[['438', '1', '842', '382']]",<class 'list'>,"[[0.4610526315789474, 0.0018726591760299626, 0.8863157894736842, 0.7153558052434457]]","[[0.37695908718130855, 0.6597594610812796]]",[0.6597594610812796],1,0.6597594610812796
"[[[ 37 103  78]
  [ 44 110  85]
  [ 51 117  92]
  ...
  [ 21  36  32]
  [ 20  34  30]
  [ 21  35  29]]

 [[ 49 114  89]
  [ 55 120  95]
  [ 55 120  95]
  ...
  [ 28  43  39]
  [ 22  38  31]
  [ 20  37  28]]

 [[ 48 110  88]
  [ 55 117  95]
  [ 53 115  93]
  ...
  [ 29  50  42]
  [ 22  43  34]
  [ 34  56  44]]

 ...

 [[161 161 175]
  [162 162 176]
  [162 162 176]
  ...
  [182 181 190]
  [186 185 194]
  [187 186 195]]

 [[153 153 167]
  [157 157 171]
  [160 160 176]
  ...
  [179 178 187]
  [184 183 192]
  [181 180 189]]

 [[152 152 166]
  [156 156 170]
  [158 158 174]
  ...
  [180 179 188]
  [183 182 191]
  [171 170 179]]]",400,600,"[[165.09542846679688, 16.904640197753906, 364.990966796875, 376.6809387207031], [165.31515502929688, 16.44272804260254, 364.82171630859375, 376.26715087890625]]","[[0.27515904744466146, 0.042261600494384766, 0.6083182779947917, 0.9417023468017578], [0.27552525838216146, 0.04110682010650635, 0.6080361938476563, 0.9406678771972656]]","[['163', '19', '381', '378']]",<class 'list'>,"[[0.27166666666666667, 0.0475, 0.635, 0.945]]","[[0.9735398244412996, 0.9719596787353251]]",[0.9735398244412996],1,0.9735398244412996
"[[[ 30  56  72]
  [ 37  63  79]
  [ 38  64  81]
  ...
  [ 83  93 100]
  [ 75  85  92]
  [ 75  86  90]]

 [[ 43  69  85]
  [ 47  73  89]
  [ 50  76  93]
  ...
  [ 81  90  99]
  [ 75  85  92]
  [ 75  86  90]]

 [[ 51  76  92]
  [ 51  76  92]
  [ 54  79  95]
  ...
  [ 79  86  95]
  [ 75  85  92]
  [ 75  85  92]]

 ...

 [[ 66 146 169]
  [ 63 143 166]
  [ 63 143 168]
  ...
  [ 76 148 172]
  [ 70 144 168]
  [ 58 134 157]]

 [[ 77 155 178]
  [ 61 139 162]
  [ 57 134 160]
  ...
  [ 85 158 180]
  [ 66 141 163]
  [ 52 127 149]]

 [[ 92 168 191]
  [ 65 141 164]
  [ 54 131 157]
  ...
  [ 97 170 192]
  [ 68 141 163]
  [ 49 124 146]]]",380,626,"[[56.82554244995117, 118.7740478515625, 314.46307373046875, 208.4083709716797], [430.66607666015625, 147.96104431152344, 592.80126953125, 335.2727966308594], [431.9008483886719, 147.83334350585938, 592.9080810546875, 335.56414794921875]]","[[0.09077562691685491, 0.31256328381990134, 0.5023371784831769, 0.5484430815044202], [0.6879649786903455, 0.38937116924085113, 0.9469668842352237, 0.8822968332391036], [0.6899374574898912, 0.3890351144891036, 0.9471375096720248, 0.8830635472347862]]","[['358', '151', '598', '340']]",<class 'list'>,"[[0.5718849840255591, 0.3973684210526316, 0.9552715654952076, 0.8947368421052632]]","[[0.39017975088158086, 0.8981602557376371, 0.8971620262403021]]",[0.8981602557376371],1,0.8981602557376371
"[[[104 147 114]
  [109 152 119]
  [104 145 113]
  ...
  [ 57  76  57]
  [ 55  74  55]
  [ 54  73  54]]

 [[102 143 112]
  [110 151 120]
  [109 150 119]
  ...
  [ 62  81  62]
  [ 58  77  58]
  [ 56  75  56]]

 [[ 91 129 101]
  [102 140 112]
  [108 146 118]
  ...
  [ 66  85  66]
  [ 60  79  60]
  [ 57  76  57]]

 ...

 [[ 52  61  70]
  [ 52  62  69]
  [ 51  61  68]
  ...
  [ 67  79  67]
  [ 53  64  54]
  [ 49  60  50]]

 [[ 61  70  79]
  [ 61  70  79]
  [ 59  69  76]
  ...
  [ 64  76  64]
  [ 49  60  50]
  [ 45  56  46]]

 [[ 70  79  88]
  [ 69  78  87]
  [ 66  76  83]
  ...
  [ 63  75  63]
  [ 48  59  49]
  [ 43  54  44]]]",627,940,"[[416.4248962402344, 157.86843872070312, 781.3611450195312, 481.6739501953125], [419.0903015136719, 158.28294372558594, 771.2977294921875, 480.5654296875], [76.30731964111328, 2.9760923385620117, 940.0, 478.681396484375]]","[[0.4430052087662068, 0.25178379381292365, 0.8312352606590758, 0.7682200162604665], [0.4458407462911403, 0.25244488632469847, 0.8205294994597739, 0.7664520409688995], [0.08117799961820561, 0.004746558753687419, 1.0, 0.763447203324362]]","[['407', '147', '783', '476']]",<class 'list'>,"[[0.4329787234042553, 0.23444976076555024, 0.8329787234042553, 0.759170653907496]]","[[0.9745841916529142, 0.9658028170918447, 0.632545506772117]]",[0.9745841916529142],1,0.9745841916529142
"[[[104 135 186]
  [ 96 127 180]
  [102 133 186]
  ...
  [122 154 213]
  [ 96 123 190]
  [ 71 101 172]]

 [[102 130 184]
  [ 99 129 184]
  [102 132 187]
  ...
  [104 142 200]
  [ 86 121 189]
  [ 66  92 176]]

 [[ 98 124 178]
  [106 135 186]
  [101 134 184]
  ...
  [ 71 104 173]
  [ 73 106 179]
  [ 74 106 179]]

 ...

 [[107 167 183]
  [101 182 190]
  [ 81 175 181]
  ...
  [ 91 166 138]
  [ 59 131 108]
  [ 76 148 128]]

 [[ 96 171 185]
  [109 179 192]
  [ 78 158 169]
  ...
  [ 80 144 122]
  [ 76 144 119]
  [ 70 145 117]]

 [[116 187 201]
  [ 66 147 162]
  [101 192 201]
  ...
  [ 17  50  36]
  [ 25  73  47]
  [ 37  99  63]]]",683,1024,"[[31.1187801361084, 399.9447326660156, 61.0423469543457, 428.1490173339844], [77.65214538574219, 194.48593139648438, 858.8162231445312, 580.4924926757812], [92.96826171875, 196.1522979736328, 845.6612548828125, 577.839599609375]]","[[0.030389433726668358, 0.5855706188375046, 0.059611666947603226, 0.6268653255255994], [0.07583217322826385, 0.28475246178108987, 0.8386877179145813, 0.8499158018679082], [0.0907893180847168, 0.28719223715026765, 0.8258410692214966, 0.8460316246110908]]","[['90', '190', '861', '582']]",<class 'list'>,"[[0.087890625, 0.2781844802342606, 0.8408203125, 0.8521229868228404]]","[[0.35895400198885036, 0.9864668033737681, 0.9803057426841878]]",[0.9864668033737681],1,0.9864668033737681
"[[[  0   0  10]
  [  9   7   0]
  [  5   0   0]
  ...
  [  5   0   6]
  [  0   0   0]
  [  0   0   0]]

 [[  6   1   2]
  [112 111  85]
  [ 95  89  76]
  ...
  [226 219 222]
  [255 255 255]
  [  0   0   0]]

 [[  5   1   0]
  [125 122  91]
  [ 97  91  72]
  ...
  [245 242 238]
  [255 255 255]
  [  0   0   0]]

 ...

 [[  0   0   3]
  [167 156 136]
  [132 135 126]
  ...
  [229 230 240]
  [255 255 255]
  [  0   0   0]]

 [[  2   6   1]
  [169 160 133]
  [128 134 117]
  ...
  [248 243 255]
  [254 254 254]
  [  0   0   0]]

 [[  0   0   7]
  [ 17   3   0]
  [  0   0   0]
  ...
  [  0   2   0]
  [  0   0   0]
  [  1   1   1]]]",365,650,"[[370.9711608886719, 53.057464599609375, 451.2370300292969, 280.0587158203125], [164.0191650390625, 187.75814819335938, 338.3047180175781, 360.4179992675781], [445.014892578125, 138.4115753173828, 517.398681640625, 183.84059143066406], [19.118408203125, 123.26888275146484, 175.0823974609375, 222.92770385742188], [503.3083801269531, 141.29049682617188, 551.0966796875, 178.37667846679688]]","[[0.570724862905649, 0.14536291671125856, 0.6942108154296875, 0.767284152932363], [0.2523371769831731, 0.5144058854612585, 0.5204687969501202, 0.9874465733358305], [0.6846382962740385, 0.3792097953900899, 0.7959979717548077, 0.503672853234696], [0.029412935697115384, 0.33772296644236943, 0.26935753455528844, 0.6107608324860874], [0.7743205848106971, 0.38709725157855307, 0.8478410456730769, 0.48870322867615584]]","[['149', '155', '344', '365']]",<class 'list'>,"[[0.22923076923076924, 0.4246575342465753, 0.5292307692307693, 1.0]]","[[0.4981797441834826, 0.9121384052627914, 0.38190012128746115, 0.5155996074045684, 0.3309292684765725]]",[0.9121384052627914],1,0.9121384052627914
"[[[201 251 251]
  [196 250 251]
  [188 249 251]
  ...
  [ 72 184 160]
  [ 70 187 162]
  [ 71 189 164]]

 [[199 250 252]
  [194 250 251]
  [188 249 251]
  ...
  [ 72 184 160]
  [ 69 186 161]
  [ 72 189 164]]

 [[196 250 251]
  [192 249 251]
  [185 249 250]
  ...
  [ 73 185 161]
  [ 73 187 163]
  [ 73 190 165]]

 ...

 [[ 96 114 115]
  [ 66  93  90]
  [ 11  57  35]
  ...
  [ 18  93  49]
  [ 11  86  40]
  [  5  81  33]]

 [[ 84 111 101]
  [ 37  66  51]
  [ 22  54  35]
  ...
  [ 41 111  71]
  [ 39  90  56]
  [ 32  67  33]]

 [[ 48  75  65]
  [ 11  40  25]
  [ 21  53  34]
  ...
  [ 48 115  76]
  [ 47  97  63]
  [ 30  63  29]]]",667,1000,"[[292.6521911621094, 136.637451171875, 679.4654541015625, 540.4530029296875], [318.68463134765625, 3.1911849975585938, 789.1038818359375, 281.93951416015625]]","[[0.2926521911621094, 0.20485374988287106, 0.6794654541015624, 0.8102743672109258], [0.31868463134765623, 0.004784385303686047, 0.7891038818359375, 0.4226979222790948]]","[['286', '126', '689', '546'], ['438', '438', '554', '536'], ['308', '1', '796', '324']]",<class 'list'>,"[[0.286, 0.1889055472263868, 0.689, 0.8185907046476761], [0.438, 0.656671664167916, 0.554, 0.8035982008995503], [0.308, 0.0014992503748125937, 0.796, 0.48575712143928035]]","[[0.9737454497489361, 0.6306898721437735], [0.5749008799542237, 0.34059011661675653], [0.6559116265932317, 0.9440144382791702]]","[0.9737454497489361, 0.5749008799542237, 0.9440144382791702]",3,0.8308869226607767
"[[[217 205 193]
  [217 205 193]
  [217 205 193]
  ...
  [143 131 121]
  [148 136 126]
  [152 140 130]]

 [[217 205 193]
  [217 205 193]
  [217 205 193]
  ...
  [144 132 122]
  [146 134 124]
  [148 136 126]]

 [[216 204 192]
  [216 204 192]
  [216 204 192]
  ...
  [143 131 121]
  [144 132 122]
  [144 132 122]]

 ...

 [[127 122 131]
  [134 129 138]
  [119 114 123]
  ...
  [232 250 255]
  [230 248 255]
  [228 246 253]]

 [[137 133 139]
  [128 124 130]
  [ 95  90  99]
  ...
  [219 238 243]
  [228 247 252]
  [233 252 255]]

 [[141 137 143]
  [128 124 130]
  [105 100 109]
  ...
  [230 249 254]
  [234 253 255]
  [235 254 255]]]",466,700,"[[153.5854949951172, 96.80720520019531, 647.7821044921875, 391.71209716796875], [110.384765625, 96.31114959716797, 695.8814697265625, 394.1799011230469]]","[[0.21940784999302457, 0.20774078369140625, 0.9254030064174107, 0.8405838995020789], [0.15769252232142858, 0.20667628668920165, 0.9941163853236608, 0.8458796161438774]]","[['151', '93', '697', '382']]",<class 'list'>,"[[0.21571428571428572, 0.19957081545064378, 0.9957142857142857, 0.8197424892703863]]","[[0.9419777051881396, 0.9481681760495089]]",[0.9481681760495089],1,0.9481681760495089
"[[[251 251 251]
  [253 253 253]
  [255 255 255]
  ...
  [248 248 248]
  [249 249 249]
  [249 249 249]]

 [[252 252 252]
  [253 253 253]
  [254 254 254]
  ...
  [245 245 245]
  [245 245 245]
  [246 246 246]]

 [[252 252 252]
  [252 252 252]
  [252 252 252]
  ...
  [243 243 243]
  [240 240 240]
  [241 241 241]]

 ...

 [[250 250 250]
  [250 250 250]
  [251 251 251]
  ...
  [231 233 234]
  [239 241 242]
  [249 248 250]]

 [[251 251 251]
  [252 252 252]
  [253 253 253]
  ...
  [238 237 239]
  [242 239 241]
  [249 246 248]]

 [[251 251 251]
  [252 252 252]
  [253 253 253]
  ...
  [238 237 239]
  [242 239 241]
  [249 246 248]]]",533,800,"[[162.5555419921875, 44.27742004394531, 303.45953369140625, 516.552978515625], [228.55418395996094, 96.42765045166016, 547.202392578125, 494.8287658691406]]","[[0.20319442749023436, 0.08307208263404374, 0.3793244171142578, 0.969142548809803], [0.28569272994995115, 0.18091491641962507, 0.6840029907226562, 0.9283841761147104]]","[['223', '85', '547', '499']]",<class 'list'>,"[[0.27875, 0.15947467166979362, 0.68375, 0.9362101313320825]]","[[0.7087078181001406, 0.9784947651170198]]",[0.9784947651170198],1,0.9784947651170198
"[[[ 97 113 129]
  [ 95 111 127]
  [ 95 109 127]
  ...
  [194 200 205]
  [195 201 206]
  [195 201 206]]

 [[ 97 112 128]
  [ 96 111 127]
  [ 95 110 126]
  ...
  [197 203 208]
  [194 200 205]
  [193 199 204]]

 [[100 113 127]
  [ 99 112 126]
  [ 99 112 126]
  ...
  [196 202 207]
  [193 199 204]
  [193 199 204]]

 ...

 [[ 96 114 145]
  [126 144 175]
  [152 170 201]
  ...
  [164 199 243]
  [172 206 252]
  [162 197 241]]

 [[ 81 100 133]
  [172 192 223]
  [135 155 186]
  ...
  [144 180 226]
  [177 213 255]
  [169 205 251]]

 [[124 143 176]
  [125 144 177]
  [ 90 110 141]
  ...
  [163 201 249]
  [152 190 238]
  [152 190 238]]]",440,634,"[[41.57106399536133, 194.0428466796875, 306.6198425292969, 417.4416198730469], [310.72686767578125, 88.357421875, 634.0, 404.9377136230469]]","[[0.06556950156997055, 0.4410064697265625, 0.48362751187586256, 0.9487309542569247], [0.4901054695201597, 0.2008123224431818, 1.0, 0.9203129855069248]]","[['311', '84', '634', '406']]",<class 'list'>,"[[0.49053627760252366, 0.19090909090909092, 1.0, 0.9227272727272727]]","[[0.4485310451788173, 0.9926062423909433]]",[0.9926062423909433],1,0.9926062423909433
"[[[ 68  94  94]
  [ 67  93  93]
  [ 67  93  93]
  ...
  [ 34  59  61]
  [ 34  58  58]
  [ 32  56  56]]

 [[ 67  93  93]
  [ 67  93  93]
  [ 67  93  93]
  ...
  [ 42  67  69]
  [ 40  66  66]
  [ 39  65  65]]

 [[ 68  92  92]
  [ 68  92  92]
  [ 69  93  93]
  ...
  [ 46  74  75]
  [ 45  73  74]
  [ 44  72  73]]

 ...

 [[  0  72  59]
  [  3  82  69]
  [  6  86  73]
  ...
  [120 174 215]
  [120 172 213]
  [125 180 219]]

 [[  0  66  54]
  [  0  79  66]
  [  5  85  72]
  ...
  [108 160 201]
  [108 160 200]
  [108 160 200]]

 [[  0  69  56]
  [  1  76  62]
  [  1  82  67]
  ...
  [107 158 198]
  [118 169 209]
  [105 156 196]]]",321,480,"[[272.1235656738281, 110.5645523071289, 364.7515869140625, 273.0685729980469], [10.054664611816406, 87.3555908203125, 259.13555908203125, 272.5167236328125]]","[[0.5669240951538086, 0.34443785765460716, 0.7598991394042969, 0.8506809127665012], [0.02094721794128418, 0.27213579694801404, 0.5398657480875652, 0.8489617558654595]]","[['272', '113', '367', '273'], ['19', '84', '271', '274']]",<class 'list'>,"[[0.5666666666666667, 0.35202492211838005, 0.7645833333333333, 0.8504672897196262], [0.03958333333333333, 0.2616822429906542, 0.5645833333333333, 0.8535825545171339]]","[[0.9907384459550499, 0.5329959989701684], [0.5520959050983948, 0.9628211768486611]]","[0.9907384459550499, 0.9628211768486611]",2,0.9767798114018555
"[[[ 79  93  91]
  [ 80  97  94]
  [ 83 100  97]
  ...
  [ 75  90  99]
  [ 76  90 102]
  [ 78  92 104]]

 [[ 81  95  93]
  [ 83 100  97]
  [ 86 105 102]
  ...
  [ 77  92 101]
  [ 79  93 105]
  [ 79  95 107]]

 [[ 82  99  95]
  [ 85 105 100]
  [ 89 111 106]
  ...
  [ 78  95 104]
  [ 79  96 105]
  [ 80  99 107]]

 ...

 [[115 112 114]
  [230 232 240]
  [108 118 136]
  ...
  [ 22  49  76]
  [  0  20  51]
  [104 139 172]]

 [[177 176 180]
  [250 253 255]
  [ 51  62  82]
  ...
  [  0   0  27]
  [ 52  86 116]
  [ 67 105 137]]

 [[196 196 202]
  [243 248 255]
  [123 136 158]
  ...
  [  1  29  59]
  [140 175 208]
  [172 210 244]]]",549,976,"[[119.67489624023438, 47.469627380371094, 388.49725341796875, 539.4674682617188], [416.5098571777344, 27.14777374267578, 703.2335205078125, 511.72332763671875]]","[[0.12261772155761719, 0.0864656236436632, 0.3980504645675909, 0.982636554210781], [0.4267519028460393, 0.04944949679904514, 0.7205261480612833, 0.9321007789375569]]","[['95', '48', '464', '541']]",<class 'list'>,"[[0.09733606557377049, 0.08743169398907104, 0.47540983606557374, 0.9854280510018215]]","[[0.9237221149460392, 0.6206296660638858]]",[0.9237221149460392],1,0.9237221149460392
"[[[ 43  52  39]
  [ 46  55  42]
  [ 40  49  36]
  ...
  [ 29  39  27]
  [ 32  42  30]
  [ 34  44  32]]

 [[ 37  46  33]
  [ 38  47  34]
  [ 33  42  29]
  ...
  [ 29  39  27]
  [ 30  40  28]
  [ 32  42  30]]

 [[ 33  42  29]
  [ 30  39  26]
  [ 28  37  24]
  ...
  [ 29  39  27]
  [ 30  40  28]
  [ 30  40  28]]

 ...

 [[ 82 138 119]
  [ 44 100  81]
  [ 81 136 117]
  ...
  [ 72 117 131]
  [ 74 119 133]
  [ 70 115 129]]

 [[ 81 137 116]
  [ 59 115  92]
  [ 91 147 124]
  ...
  [ 68 111 128]
  [ 76 119 136]
  [ 68 111 128]]

 [[ 78 134 111]
  [ 75 131 108]
  [ 68 125 100]
  ...
  [ 45  88 105]
  [ 42  82 101]
  [ 39  79  98]]]",348,348,"[[29.702116012573242, 146.4947052001953, 151.48179626464844, 224.03480529785156], [221.96014404296875, 144.25570678710938, 277.45306396484375, 189.3201446533203], [138.8638916015625, 184.4610137939453, 176.1356658935547, 218.55828857421875], [199.86566162109375, 129.36643981933594, 223.48406982421875, 202.6275177001953]]","[[0.08535090808210702, 0.4209617965522854, 0.4352925180018633, 0.6437781761432516], [0.6378165058705999, 0.41452789306640625, 0.7972789194392061, 0.5440234041762078], [0.39903417126885776, 0.5300603844653601, 0.5061369709584905, 0.6280410591213182], [0.5743266138537176, 0.3717426431590113, 0.6421956029431574, 0.582262981897113]]","[['1', '150', '154', '226'], ['140', '181', '178', '224'], ['198', '128', '223', '205'], ['221', '146', '282', '192']]",<class 'list'>,"[[0.0028735632183908046, 0.43103448275862066, 0.4425287356321839, 0.6494252873563219], [0.40229885057471265, 0.5201149425287356, 0.5114942528735632, 0.6436781609195402], [0.5689655172413793, 0.367816091954023, 0.6408045977011494, 0.5890804597701149], [0.6350574712643678, 0.41954022988505746, 0.8103448275862069, 0.5517241379310345]]","[[0.9261583244192311, 0.413109583942242, 0.6281785363051536, 0.4882176344056624], [0.6684337299794829, 0.5384758704881165, 0.9697217911438567, 0.6448976185691505], [0.5195580431336835, 0.7624979186426346, 0.6477957939571908, 0.984977732128534], [0.4357703756435336, 0.9755643693854994, 0.5373224927394953, 0.768863691174285]]","[0.9261583244192311, 0.9697217911438567, 0.984977732128534, 0.9755643693854994]",4,0.9641055542692802
"[[[127 120 117]
  [124 117 114]
  [121 113 113]
  ...
  [135 125 118]
  [128 119 115]
  [125 119 114]]

 [[126 119 116]
  [124 117 114]
  [123 115 115]
  ...
  [126 118 118]
  [121 115 110]
  [115 112 104]]

 [[126 119 116]
  [126 119 116]
  [125 117 117]
  ...
  [110 108 107]
  [103 100  96]
  [ 96  92  87]]

 ...

 [[ 85 111  95]
  [128 143 139]
  [151 169 162]
  ...
  [ 90 134  95]
  [ 84 124  89]
  [ 77 122  83]]

 [[ 83 118  92]
  [ 91  95  83]
  [ 81  98  84]
  ...
  [ 81 122  90]
  [ 85 122  90]
  [ 77 121  85]]

 [[ 98 133 107]
  [111 111  99]
  [ 88 105  91]
  ...
  [ 71 115  84]
  [ 82 123  92]
  [ 86 124  94]]]",301,500,"[[380.7292175292969, 108.0323715209961, 482.151611328125, 249.19285583496094], [306.3734436035156, 89.35121154785156, 362.4439697265625, 226.1890869140625], [134.95274353027344, 94.8675765991211, 276.97283935546875, 256.28192138671875], [307.1113586425781, 89.24038696289062, 362.299072265625, 228.1323699951172]]","[[0.7614584350585938, 0.3589115332923458, 0.96430322265625, 0.8278832419766144], [0.6127468872070313, 0.2968478788965168, 0.724887939453125, 0.7514587605118356], [0.2699054870605469, 0.31517467308678104, 0.5539456787109375, 0.851434954773152], [0.6142227172851562, 0.29647969090661336, 0.72459814453125, 0.7579148504821169]]","[['95', '93', '284', '258'], ['295', '91', '365', '229'], ['380', '107', '488', '254'], ['7', '19', '174', '295']]",<class 'list'>,"[[0.19, 0.3089700996677741, 0.568, 0.8571428571428571], [0.59, 0.3023255813953488, 0.73, 0.760797342192691], [0.76, 0.3554817275747508, 0.976, 0.8438538205980066], [0.014, 0.06312292358803986, 0.348, 0.9800664451827242]]","[[0.43629871692755395, 0.5806327338730712, 0.9246444805604891, 0.5820899043908501], [0.6553590194495568, 0.9657772022076215, 0.6216061314633079, 0.9683081703383118], [0.9762879498037841, 0.6473810368321271, 0.4543561209857413, 0.6504340956627005], [0.24883879888626004, 0.34439928855929175, 0.5763642196083392, 0.3450817527291166]]","[0.9246444805604891, 0.9683081703383118, 0.9762879498037841, 0.5763642196083392]",4,0.8614012050777311
"[[[  3  54  46]
  [  1  52  48]
  [  0  48  56]
  ...
  [ 80 159 140]
  [ 75 153 136]
  [ 71 149 132]]

 [[  2  53  45]
  [  0  50  48]
  [  0  48  54]
  ...
  [ 85 163 146]
  [ 80 158 141]
  [ 78 156 139]]

 [[  3  51  45]
  [  1  50  48]
  [  0  48  54]
  ...
  [ 89 166 152]
  [ 87 164 150]
  [ 85 162 148]]

 ...

 [[ 24 119  99]
  [ 42 133 118]
  [ 81 162 159]
  ...
  [ 58 142 138]
  [ 49 137 137]
  [ 63 156 155]]

 [[ 10 108  92]
  [ 16 110  99]
  [ 70 153 154]
  ...
  [ 54 138 136]
  [ 28 122 117]
  [ 39 138 130]]

 [[  8 109  94]
  [ 10 105  98]
  [ 55 139 144]
  ...
  [ 57 144 141]
  [ 19 118 108]
  [  9 114  99]]]",399,600,"[[94.6081314086914, 88.59197235107422, 485.2698059082031, 373.3629455566406]]","[[0.15768021901448567, 0.2220350184237449, 0.8087830098470052, 0.9357467307183975]]","[['100', '86', '482', '379']]",<class 'list'>,"[[0.16666666666666666, 0.21553884711779447, 0.8033333333333333, 0.949874686716792]]",[[0.9795708414071164]],[0.9795708414071164],1,0.9795708414071164
"[[[ 20  56  42]
  [ 18  54  40]
  [ 16  52  38]
  ...
  [ 39 106  85]
  [ 40 109  88]
  [ 38 110  88]]

 [[ 19  55  41]
  [ 18  54  40]
  [ 16  52  38]
  ...
  [ 40 107  86]
  [ 41 110  89]
  [ 38 110  88]]

 [[ 17  56  41]
  [ 16  55  40]
  [ 14  53  38]
  ...
  [ 39 106  85]
  [ 40 109  88]
  [ 37 109  87]]

 ...

 [[107 179 196]
  [102 174 191]
  [ 90 165 181]
  ...
  [104 176 188]
  [118 190 202]
  [130 202 214]]

 [[ 79 151 168]
  [ 82 154 171]
  [ 81 156 172]
  ...
  [ 91 163 175]
  [ 87 159 171]
  [ 96 168 180]]

 [[ 62 134 151]
  [ 72 144 161]
  [ 80 155 171]
  ...
  [ 88 160 172]
  [ 63 135 147]
  [ 69 141 153]]]",307,550,"[[162.0855255126953, 74.0560302734375, 446.7417297363281, 202.72682189941406]]","[[0.29470095547762787, 0.24122485431087134, 0.8122576904296875, 0.6603479540697527]]","[['160', '73', '446', '212']]",<class 'list'>,"[[0.2909090909090909, 0.23778501628664495, 0.8109090909090909, 0.6905537459283387]]",[[0.9735596944962059]],[0.9735596944962059],1,0.9735596944962059
